
49510,203,42.52
49610,332,9.22
49630,141,4.42
49790,291,6.87
49870,204,13.94
49890,83,0.75
49900,134,28.15
49950,197,5.54
50120,161,2.42
50140,155,3.51
50170,87,2
50280,92,1.96
50310,75,2.46
50330,72,3.37
50430,58,15.79
50450,120,5.35
50470,84,1.8
50650,363,9.66
50890,309,5.64
50900,71,15.32
51010,107,11.8
51050,553,23.85
51110,132,0.88
51130,666,11.97
51150,234,4.12
51180,62,20.86
51210,119,2.92
51320,149,21.97
51380,125,5.78
51390,596,35.62
51420,46,4.64
51470,338,89.86
51500,242,5.37
51520,78,297.94
51530,199,2.89
51540,86,5.57
51660,342,4.5
51680,167,3.2
51690,158,4.08
51700,97,1.34
51870,65,7.5
51950,153,61.34
52080,122,12.37
52140,350,6.13
52160,71,6.5
52290,256,32.78
52360,137,9.23
52400,144,2.33
52430,103,2.68
52460,64,1.46
52520,455,5.98
52550,320,56.79
52600,249,5.91
52730,52,1
52830,157,2.09
52880,92,30.12
52950,88,65.58
53070,94,5.57
53220,66,4.75
53260,211,7.64
53290,48,2.71
53370,64,7.73
53450,36,2.79
53480,436,11.45
53610,106,2.13
53670,50,2.79
53820,77,1.87
54010,137,10.82
54050,238,4.78
54200,113,12.99
54230,201,29.48
54380,168,24.11
54440,39,0.88
54500,416,36.36
54760,136,3.91
54770,136,1.63
54790,107,43.22
54980,168,2.45
55010,94,4.34
55060,367,8.14
55130,65,1.3
55140,102,4.88
55180,59,12.46
55210,564,35.32
55270,130,3.75
55330,76,1.54
55340,294,2.13
55350,232,4.75
55360,307,6.23
55440,91,4.51
55460,54,0.88
55510,430,39.72
55670,70,3.86
55720,472,26.08
55860,145,6.88
56070,194,3.66
56090,102,7.84
56340,90,1.26
56430,208,2.39
56500,210,5.42
56630,71,3.13
56680,62,5.16
56770,94,1.67
56810,93,31.26
56820,176,63.42
56860,1412,297.6
56950,48,8.79
57010,186,3.74
57020,171,20.16
57140,286,10.29
57170,197,2.71
57350,37,24.32
57380,76,2.67
57530,249,14.28
57560,182,2
57600,324,45.2
57730,510,5.84
57790,66,2.13
57800,110,2.79
57840,159,16.24
57910,53,2.88
57990,118,2.29
58000,163,3.19
58070,157,2.97
58190,811,14.04
58230,274,7.25
58280,133,15.24
58300,57,1.34
58340,361,37.48
58380,183,108.12
58510,383,130.71
58520,253,4.09
58540,100,8.63
58620,173,6.16
58630,141,4.24
58670,287,8.75
58730,204,46.03
58750,164,12.25
58910,98,53.15
58940,304,27.08
59000,50,3.92
59080,246,2.18
59120,70,1.08
59130,334,15.88
59180,36,0.67
59220,145,7.13
59270,179,2.72
59280,59,4.97
59380,119,2.62
59390,417,8.14
59560,328,19.6
59590,406,42.18
59670,242,278.5
59680,35,3.34
59790,163,3.08
59840,83,1.54
59850,39,7.67
59880,1314,126.08
60000,507,25.85
60030,90,9.08
60070,129,3.8
60100,330,4.63
60160,122,235.4
60260,142,7.55
60290,82,5.97
60330,210,10.02
60360,272,6.8
60470,99,4.58
60570,538,50.49
60590,308,12.05
60620,248,10.81
60650,118,8.08
60680,72,17.67
60720,117,7.18
60740,76,6.19
60800,57,0.67
60820,129,7.81
60830,616,23.07
60910,143,7.95
60920,100,3.8
60950,462,242.08
61000,106,5.12
61110,252,6.86
61150,312,22.7
61180,86,0.88
61240,130,5.45
61250,486,30.8
61320,1054,278.84
61400,1048,78.57
61480,190,69.32
61520,307,9.83
61680,263,9.47
61750,265,5.87
61760,145,2.34
61850,108,2.08
61870,55,77.11
62110,80,14.61
62230,60,2.22
62340,419,9.02
62430,192,9.29
62490,94,3.53
62530,59,1.21
62570,144,242.78
62650,297,10.58
62720,163,3.88
62810,82,2
62850,61,0.67
62940,112,2.55
63030,38,1.59
63090,980,82.36
63100,484,7.03
63130,71,1.21
63150,440,199.2
63390,237,7.65
63690,100,2.34
63720,487,1.99
63790,93,1.09
63800,78,3.2
63870,70,2.34
63910,190,2.88
63930,57,3.13
63940,57,1.66
63950,133,66.36
63960,359,9.7
64000,54,3.58
64010,267,6.42
64170,244,6.96
64200,123,6.25
64360,342,81.56
64380,54,1.79
64400,74,3.12
64420,411,61.57
64570,169,33.06
64640,99,9.52
64760,394,11.23
64790,796,71.32
64820,226,6.96
64860,311,193.15
65010,355,8.73
65020,180,5.13
65060,48,2.67
65150,105,4.41
65170,223,10.16
65200,552,96.63
65250,121,13.89
65310,107,8.09
65400,48,6.67
65530,106,2.8
65800,228,12.21
65820,1402,317.17
65910,133,2.67
65940,183,1.3
65970,137,3.18
65990,146,6.25
66040,219,3.29
66330,216,7.64
66420,207,254.9
66540,571,45.67
66610,320,23.28
66720,188,16.02
66730,31,7.21
66750,58,6.17
66770,297,30.89
66800,410,28.28
66810,134,4.67
66840,120,2.88
66870,97,8.88
66880,71,16.76
67000,274,2.63
67180,60,0.67
67200,109,6.73
67300,156,1.3
67370,100,12.67
67410,96,14.37
67640,471,12.25
67760,59,2.01
67780,76,2
67790,229,5.1
67810,170,5.45
67890,83,19.64
67980,94,3.67
68120,109,1.54
68150,317,20.27
68160,55,25.58
68340,225,3.6
68460,252,2.05
68610,83,3.09
68630,170,94.85
68640,287,13.68
68750,139,9.89
69000,213,2.63
69030,132,3.54
69060,385,4.09
69230,59,0.67
69250,501,16.6
69330,56,2.13
69430,321,113.52
69440,195,17.58
69470,56,2.2
69480,54,14.25
69700,172,2.63
69890,83,2.22
69930,120,6.38
70090,43,5.09
70140,58,6.87
70150,91,7.09
70170,224,4.01
70450,501,27.83
70460,323,4.43
70560,195,10.32
70600,152,1.51
70850,260,13.72
70880,365,8.75
70890,141,1.09
71000,219,6.26
71030,174,30.76
71100,560,1.76
71180,64,29.43
71440,39,7.34
71590,155,3.41
71720,125,2.53
71740,44,0.88
71820,261,9.03
71920,332,7.11
71980,209,5.92
72010,192,29.67
72070,142,1.09
72090,64,17.02
72220,104,6.55
72240,128,2.13
72360,61,3.88
72380,47,1.8
72410,363,4.76
72540,293,2.51
72580,317,6.63
73000,103,1.96
73110,227,20.95
73230,58,2.75
73260,190,1.6
73320,144,2.75
73380,165,2.3
73580,72,15.54
73910,80,1.42
73930,185,4.91
73950,98,17.86
73960,545,81.04
74010,399,21.89
74100,37,3.3
74190,125,2.08
74350,152,1.09
74430,94,19.96
74560,58,6.2
74570,91,4.36
74620,117,12.74
74690,107,14.47
74790,235,3.55
74880,84,10.42
74960,86,5.82
75180,198,104.69
75230,126,3.47
75270,55,2.86
75340,53,1.54
75400,65,1.92
75440,26,25.92
75500,163,36.51
75650,132,1.21
75700,181,6.61
75980,213,1066.14
76080,165,1.67
76210,318,4.55
76300,109,4.01
76350,169,11.37
76440,335,1.97
76650,171,3.54
76680,41,2.93
76700,95,11.71
76760,532,20.9
76870,155,19.4
76930,168,2.88
77090,153,9.36
77280,82,13.24
77670,175,1.3
77890,76,1.75
77900,166,4.29
77960,408,5.71
77990,168,6.5
78230,100,7.75
78360,244,3.75
78380,141,1.09
78450,162,3.53
78560,378,4.51
78570,246,7.11
78590,52,1.54
78700,115,2.21
78850,64,2.79
78900,104,3.04
79210,690,28.19
79350,168,1.22
79360,146,4.25
79490,212,28.12
79780,92,15.31
79850,155,14.52
79880,106,0.42
79960,408,129.02
80120,367,22.31
80160,158,7.33
80320,60,2.74
80370,36,2.25
80470,149,1.51
80550,332,0.67
80650,131,21.18
80690,263,4.61
80770,258,4.17
80820,67,6.22
80940,131,6.5
80980,131,6.34
81150,63,24.78
81160,164,6.31
81180,464,42.83
81260,412,53.69
81280,37,1.54
81350,57,12.46
81360,117,3.37
81410,142,8.02
81520,235,36.14
81560,120,0.88
81730,104,11.53
81770,110,4.99
81830,508,25.24
81870,341,141.29
82180,59,2.46
82220,46,5.21
82340,146,3.54
82350,65,3.46
82380,294,7
82530,191,45.24
82550,49,7.79
82850,221,2.3
82950,329,2.47
83040,152,6.45
83050,218,3.22
83130,18,1
83190,232,22.17
83260,35,5.51
83320,232,11.36
83410,151,27.32
83640,109,5.47
83770,115,2.42
83840,278,8.08
83990,245,16.02
84180,80,2.09
84290,108,7.87
84310,108,3.66
84330,190,15.61
84340,1668,63.69
84460,127,3.66
84680,319,23.99
84800,95,1.55
84820,247,15.01
84860,261,13.78
84880,283,4.18
84980,162,3.14
85010,230,1.09
85190,526,538.7
85230,193,4.18
85370,100,1.1
85450,200,3.22
85470,123,2.66
85500,157,3.33
85520,62,6.21
85770,81,3.72
85880,173,82.56
86030,159,1.3
86090,224,12.52
86220,106,3.13
86550,519,100.95
86570,414,9.53
86660,190,1.55
86710,131,2.96
86780,341,158.2
86790,169,4.35
86800,191,3.97
87010,120,1.21
87030,148,14.24
87090,111,10.32
87190,78,2.2
87200,214,38.75
87210,388,4.72
87220,150,11.76
87230,90,2.59
87290,234,2.21
87330,85,3.13
87350,733,223.81
87380,72,39.6
87590,119,0.88
87610,329,4.95
87760,86,3.13
87870,21,1.13
87950,499,317.37
87970,96,7.69
88030,163,2.63
88190,125,3.17
88460,99,4.37
88490,32,25.83
88570,80,3.45
88710,214,25.29
88800,134,6.58
88850,264,12.45
88950,122,4.62
89320,238,7.43
89350,132,2.96
89480,238,7.7
89490,80,3.92
89520,119,1.09
89570,180,35.86
89620,321,7.11
89650,110,107.73
89740,30,3.17
89820,82,6.01
89920,193,6.78
89950,95,1
90100,108,4.34
90160,84,6.37
90350,129,4.42
90360,255,6.99
90530,186,8.28
90560,320,5.88
90580,509,41.36
90920,216,5.81
90940,130,2.67
91110,110,26.35
91150,50,4.78
91160,52,6.15
91170,187,2.43
91270,302,2.38
91280,208,2.51
91350,154,5.71
91360,198,5.12
91420,107,5.05
91480,74,0.75
91710,77,8.4
91800,172,2.42
91810,84,17.16
91840,259,3.17
91890,88,5.11
92100,170,113.96
92230,320,13.82
92290,41,0.54
92490,240,8.99
92540,321,8.66
92620,47,5.38
92720,348,374.51
92820,35,3.51
92860,222,3.59
93060,73,0.88
93100,127,6.86
93150,148,3.12
93260,208,61.43
93290,159,4.25
93460,129,7.41
93570,137,3.58
93590,126,1.09
93650,259,40.86
93710,242,11.2
93720,74,1.21
93770,160,18.69
93790,108,3.84
93900,507,48.37
93930,658,13.09
94380,44,3.25
94410,202,5.41
94420,115,2.53
94490,68,7.49
94610,368,12.03
94660,37,1.8
94820,132,5.79
94860,144,2.76
94930,83,5.08
95120,66,4.33
95500,487,14.74
95510,204,16.43
95600,121,31.39
95700,203,3.13
95760,112,27.03
95800,255,114.86
95820,361,65.65
95850,37,2.59
95890,236,15.48
95910,88,124.85
95950,122,1.55
96040,212,5.57
96150,164,3.3
96160,595,17.6
96250,78,4.5
96340,189,5.92
96360,118,9.33
96390,56,2.26
96440,137,1.55
96460,241,3.96
96500,149,11.14
96700,239,5.05
96750,154,3
96780,259,25.9
96840,199,8.56
97050,196,81.38
97220,251,4.54
97270,43,1.13
97370,95,0.88
97480,113,5.51
97520,165,2.83
97590,223,4.1
97640,342,146.37
97800,110,3.21
97830,105,6.92
97840,142,2.87
97850,594,26.79
97920,402,3.14
98090,51,3.45
98220,536,33.64
98310,567,53.96
98320,152,5.58
98340,421,45.32
98400,87,2.79
98610,234,416.68
98650,715,342.1
98770,56,1.21
98830,1479,2.18
98930,104,1.21
99020,177,6.58
99350,265,13.41
99460,193,12.48
99510,445,17.52
99520,211,2.2
99560,93,5.29
99640,149,3.3
99790,110,7.42
99830,123,5.03
99880,382,54.9
99980,183,3.18
100070,182,2.17
100170,95,39.26
100210,145,192.56
100280,220,14.73
100290,242,1.67
100420,1967,137.64
100460,100,4.51
100480,117,4.41
100500,46,3.11
100620,50,0.67
100780,39,-0.11
100820,77,1.09
100860,138,4.46
100960,273,2.18
100990,73,4.13
101070,735,33.07
101100,273,81.3
101150,187,3.28
101180,121,5.44
101270,224,17.28
101290,95,11.17
101460,63,2.22
101470,122,2.46
101540,52,4.14
101850,122,16.32
101880,184,2.88
102040,358,3.13
102070,88,8.48
102230,142,3.54
102240,108,2.43
102320,281,11.33
102470,60,0.67
102600,117,3.67
102640,78,40.67
102690,304,11.87
102720,352,5.22
102850,218,6
102900,44,1.46
102940,110,1.54
102980,78,1.09
103000,200,5.22
103170,448,7.04
103240,48,2.01
103280,276,7.68
103460,53,4.71
103480,751,5.75
103560,365,2.29
103630,236,20.87
103980,60,1.67
104230,200,2.47
104270,527,9.82
104330,156,5.81
104380,327,8.6
104420,316,211.98
104500,44,1.21
104520,263,17.63
104550,373,10.95
104620,232,6.04
104640,184,64.97
104850,472,104.49
104890,303,6.72
104920,46,1.79
104960,199,17.34
105000,132,1.3
105100,223,8.6
105130,341,41.96
105310,30,4.75
105330,254,4.05
105340,177,2.54
105400,366,24.01
105480,60,0.67
105610,61,0.88
105710,291,11.2
105720,215,5.06
105770,137,455.56
105810,202,2.39
105830,148,4.3
105950,50,15.51
106000,29,1.21
106310,93,2.46
106340,1142,67.14
106400,64,3.01
106470,138,1.09
106540,86,1.59
106630,227,5.29
106770,379,240.18
106800,606,18.72
106820,443,127.97
106850,202,5.42
106880,475,50.01
106920,76,5.28
107150,122,8.73
107160,139,2.46
107390,490,371.92
107600,175,3.05
107660,194,3.88
107800,104,4.13
107840,153,6.59
108000,182,5.92
108010,94,4.72
108200,176,3.49
108270,90,1.59
108320,393,9.75
108380,233,7.5
108440,235,4.32
108650,194,5.54
108690,91,1.75
108900,130,7.96
108940,105,3.54
109000,229,19.48
109070,82,3.97
109210,13,9.5
109230,89,4.75
109280,97,7.96
109480,279,6.55
109520,75,5.37
109580,151,9.62
109620,286,8.72
109710,400,150.56
109790,442,7.05
109810,156,3.56
109830,85,1.88
109880,337,11.29
109930,106,1.54
109970,110,6.17
110030,326,3.84
110430,311,16.34
110680,19,1.59
110760,80,3
110920,54,2.25
110930,40,1.21
111050,183,5.79
111140,198,3.8
111330,50,1.67
111390,253,12.9
111410,92,6.33
111440,96,4.2
111460,125,6.97
111630,100,4.5
111700,211,10.73
111910,150,3.88
112010,266,3.76
112190,274,35.88
112320,299,22.11
112440,158,3.27
112480,115,2.33
112730,221,1.51
112770,54,11.69
112780,342,2.39
112870,97,1.09
112940,67,1.46
112970,131,99.87
113090,310,5.21
113150,440,11.54
113170,69,2.33
113440,188,8.08
113640,58,27.2
113730,67,2.71
113750,207,4.55
113780,669,88.84
113830,436,31.4
113860,85,7.19
113930,141,10.19
114010,139,5.94
114180,357,172.92
114260,128,2.22
114320,34,5.62
114590,200,7.59
114830,88,88.51
114860,241,7.8
114910,14,2.58
114950,599,9.52
114970,87,2.33
115060,103,5.57
115210,152,37.97
115420,205,3.17
115500,89,6.9
115530,50,2.85
115720,106,7.14
115770,210,4.29
115850,320,10.24
115930,138,4.48
116050,36,21.22
116090,114,60.25
116140,60,10.09
116560,306,15.94
116610,135,3.34
116630,109,1
116640,260,4.87
116650,90,40.81
116690,99,1.22
116760,58,1.34
116810,120,4.38
116830,121,14.22
117110,211,7.68
117150,42,48.22
117240,87,9.37
117250,83,48.46
117570,175,3.96
117590,253,5.39
117620,177,3.09
117690,222,42.35
117800,60,9.28
117810,167,19.68
117900,303,5.22
117920,121,1.76
117930,482,6.17
117940,128,4
117960,335,6.09
118040,198,2.88
118070,45,3.12
118100,275,13.25
118130,133,16.26
118190,100,79.96
118260,146,40.25
118270,36,1.79
118280,87,1.67
118320,49,7.13
118370,106,111.6
118490,66,1.42
118500,163,11.27
118540,227,1.09
118590,48,1.13
118630,155,3.64
118730,265,12.96
118750,36,4.62
118910,211,6.01
118990,81,1.54
119000,120,2.01
119060,25,4.96
119160,47,7.42
119180,115,2.64
119390,190,31.63
119540,1351,33.22
119550,56,1.42
119730,157,36.97
119860,44,3.25
119960,44,1
119980,62,9.41
120000,113,1.88
120170,119,1.09
120180,160,30.55
120240,115,1.75
120250,184,18.15
120380,340,14.47
120420,171,27.67
120460,641,7.54
120470,119,5.55
120540,167,2.76
120900,42,10.09
121000,106,3.79
121110,49,1
121240,353,25.41
121280,246,7.57
121350,53,2.21
121490,116,2.29
121680,63,55.19
121700,109,4.18
121810,88,4.96
122110,364,13.65
122160,441,104.74
122400,169,9.17
122690,195,63.95
122920,186,2.72
122990,248,3.84
123000,188,3.77
123080,291,21.38
123290,37,0.88
123430,181,2.55
123480,104,1.55
123540,233,10.94
123690,178,9.8
123900,155,2.33
123920,118,4.6
124040,92,13.22
124170,172,2.63
124210,565,54.69
124240,224,23.87
124250,134,4.32
124280,67,2.12
124360,181,10.11
124540,64,10.5
124630,194,16.93
124650,205,5.87
124780,345,4.83
124880,47,45.59
125050,306,26.28
125100,118,7.46
125190,109,1
125230,52,188.04
125400,120,12.89
125470,118,2.21
125540,119,1.67
125570,123,2.67
125580,430,71.43
125610,127,4.94
125620,255,4.29
125710,167,4.37
125730,311,1.88
125850,29,2.13
125880,70,9.2
125930,187,2.34
126070,113,20.07
126100,383,946.53
126210,112,6.86
126230,76,12.52
126260,541,16.27
126320,83,23.54
126350,300,3.12
126430,223,14.69
126450,249,3.5
126510,83,1.34
126520,266,2.88
126680,605,10.85
126700,127,7.41
126710,218,3.79
126720,571,13.77
126790,462,13.36
126800,41,4.18
126870,151,1.55
126980,62,2.41
127040,501,56.13
127150,53,1.21
127190,302,24
127290,359,19.74
127360,266,7.18
127440,108,0.88
127530,46,2.54
127610,117,3.59
127630,183,10.85
127780,131,3.46
127890,185,8.36
128120,35,8.17
128190,217,1.76
128350,51,3.38
128430,159,4.84
128450,197,71.7
128470,57,4.56
128480,198,2.26
128560,462,192.24
128570,110,2.46
128580,62,20.9
128660,12,2.12
128710,237,8.74
128830,17,0.67
128870,67,1.55
128990,27,30.49
129120,1246,152.66
129160,219,24.03
129310,99,1.63
129330,204,1.42
129360,107,5.01
129510,180,7.75
129560,64,32.96
129650,79,2.54
129740,327,4.18
129800,142,1.96
129890,199,2.63
129920,306,8.38
130020,206,42.61
130120,81,3.46
130170,127,4.65
130240,104,5.44
130500,275,1.93
130570,165,1.51
130640,94,5.84
130720,72,2
